Nombre,DNI,NSS,Género,Código Postal,Fecha Nacimiento,Fecha Ingreso,Diagnóstico,Tratamiento,Resultados
Sara Vega,32341999Q,71/45941290/09,F,46764,1971-02-08,2023-06-15,Alergia estacional,Enalapril 10 mg/día,Alta médica
Marta Sánchez,68956613U,79/64426341/05,F,42317,1961-08-20,2024-02-25,Dermatitis atópica,Antihistamínicos,Sin cambios relevantes
Ana Martínez,15359762K,78/16355269/01,F,52738,1958-05-16,2025-02-12,Migraña episódica,Fisioterapia,Reagudización leve
Paula Díaz,94644790N,48/52042421/06,F,48383,2005-06-23,2023-11-02,Migraña episódica,Metformina 850 mg/12h,Estable
Ana Vega,11648305L,32/43280868/07,F,10730,1989-07-05,2023-12-26,Alergia estacional,Sertralina 50 mg,Control parcial
Elena Vega,65141962Q,18/62182645/08,F,17915,2004-03-14,2023-07-30,Ansiedad generalizada,Sertralina 50 mg,Mejora significativa
Paula Ruiz,57067281K,31/82862821/09,M,22620,1957-01-06,2024-04-18,Asma persistente,Fisioterapia,Alta médica
Sergio Castro,32087354W,70/28608605/07,M,51349,1980-10-18,2023-08-23,Migraña episódica,Corticoide tópico,Alta médica
Hugo Gómez,53009128Y,78/86289324/03,F,42805,1946-10-04,2025-09-17,Diabetes tipo II,Fisioterapia,Reagudización leve
Sergio Martínez,32156258Q,87/44844632/07,F,44383,1943-09-27,2024-01-28,Gastritis,Corticoide tópico,Mejora significativa
Sergio Fernández,32392330F,45/99668718/05,F,41892,1986-03-14,2025-10-23,Hipertensión arterial,Sertralina 50 mg,Alta médica
Carlos López,22438795R,17/50136138/08,M,13282,1991-02-21,2025-06-29,Lumbalgia crónica,Omeprazol 20 mg/día,Estable
Lucía Sánchez,77723949E,36/97070086/07,M,50693,1961-07-05,2023-02-18,Dermatitis atópica,Paracetamol 1g,Control parcial
Mario Romero,77588567E,58/35634540/02,F,37059,1990-10-08,2023-04-12,Hipertensión arterial,Omeprazol 20 mg/día,Síntomas reducidos
Sergio Ruiz,76498862P,19/96535307/03,F,35869,2006-09-21,2024-12-07,Diabetes tipo II,Sertralina 50 mg,Sin cambios relevantes
Sergio Martínez,96656095D,85/27160102/08,M,17792,2004-12-05,2023-08-08,Artritis leve,Omeprazol 20 mg/día,Respuesta favorable
Pablo Molina,29390693P,98/58350939/02,F,25917,1983-03-01,2023-12-11,Ansiedad generalizada,Sertralina 50 mg,Estable
David Ruiz,83841273E,79/79245141/06,F,12379,1996-11-13,2023-02-02,Ansiedad generalizada,Corticoide tópico,Estable
Pablo Romero,31874389D,83/20220606/04,F,33532,1946-11-29,2023-12-19,Asma persistente,Ibuprofeno 400 mg/8h,Respuesta favorable
Paula Castro,84952868Q,24/65694640/04,M,13552,1978-11-27,2025-04-01,Migraña episódica,Fisioterapia,Estable
Javier Gómez,83721716V,40/71511758/04,M,39758,1950-12-23,2024-07-18,Ansiedad generalizada,Ibuprofeno 400 mg/8h,Mejora significativa
Sara Fernández,73709133K,98/28251892/07,M,29134,1959-04-29,2024-06-30,Lumbalgia crónica,Ibuprofeno 400 mg/8h,Alta médica
Hugo Ruiz,38447461C,88/94958295/09,M,10647,1972-09-29,2024-11-03,Migraña episódica,Enalapril 10 mg/día,Sin cambios relevantes
Javier Navarro,90446140W,69/32565718/09,M,22022,1979-06-24,2025-03-17,Diabetes tipo II,Sertralina 50 mg,Síntomas reducidos
Elena López,87139815P,96/76751871/05,F,27465,1975-01-26,2024-12-05,Diabetes tipo II,Salbutamol inhalado,Control parcial
Carlos Navarro,74133346K,23/79665992/06,F,44212,1985-11-21,2024-09-17,Diabetes tipo II,Sertralina 50 mg,Alta médica
Javier Sánchez,94896131O,78/39791418/07,M,23402,1967-11-14,2023-12-11,Migraña episódica,Salbutamol inhalado,Alta médica
Paula Ruiz,33622713H,69/62755780/03,F,37884,1974-04-15,2024-07-01,Gastritis,Enalapril 10 mg/día,Mejora significativa
Marta Vega,78186075W,15/57329455/07,F,21152,1986-07-05,2024-07-21,Alergia estacional,Antihistamínicos,Estable
Elena Sánchez,64370028C,61/32279966/06,F,30324,1964-12-06,2025-04-07,Hipertensión arterial,Metformina 850 mg/12h,Alta médica
Sergio Castro,28208702E,38/60180369/06,M,35472,1940-07-20,2023-12-21,Ansiedad generalizada,Fisioterapia,Reagudización leve
Elena Vega,62931489Z,79/73776133/05,M,50817,1950-05-23,2025-09-20,Diabetes tipo II,Fisioterapia,Reagudización leve
Paula Martínez,69069636Z,65/42716175/09,F,28592,2007-09-18,2024-11-19,Hipertensión arterial,Fisioterapia,Sin cambios relevantes
Ana Martínez,24855801F,90/90977517/01,F,23450,1943-08-23,2025-05-18,Alergia estacional,Antihistamínicos,Requiere seguimiento
Laura Ortega,43442685Z,87/61583230/04,M,44693,1956-09-14,2023-03-21,Gastritis,Fisioterapia,Mejora significativa
Laura Díaz,22071431W,82/47122643/05,M,50169,1970-08-08,2023-11-02,Gastritis,Fisioterapia,Control parcial
David Ruiz,19108659E,77/86225828/09,M,46177,1940-05-07,2024-11-09,Migraña episódica,Sertralina 50 mg,Mejora significativa
Sergio Gómez,56946975U,52/28294529/04,M,30393,1984-10-07,2025-09-23,Gastritis,Metformina 850 mg/12h,Control parcial
Hugo Ruiz,77933528V,77/28366926/07,M,35945,1963-05-31,2025-10-25,Lumbalgia crónica,Paracetamol 1g,Mejora significativa
Paula López,40145062T,81/24617735/03,M,32921,1992-01-27,2024-04-03,Diabetes tipo II,Antihistamínicos,Síntomas reducidos
Lucía Gómez,20633894N,23/63603257/06,F,41613,1961-06-16,2023-01-15,Hipertensión arterial,Enalapril 10 mg/día,Respuesta favorable
David Martínez,99030746J,51/84725950/03,M,40733,1952-04-05,2023-12-27,Alergia estacional,Metformina 850 mg/12h,Respuesta favorable
Paula Gómez,13704855R,23/13982796/08,M,35656,1986-09-11,2023-04-13,Migraña episódica,Antihistamínicos,Respuesta favorable
Hugo Martínez,71543298A,25/15545152/07,F,24790,1963-07-31,2024-05-20,Artritis leve,Ibuprofeno 400 mg/8h,Síntomas reducidos
Clara Gómez,46599405Z,78/65193857/03,F,30070,1944-08-08,2025-04-18,Diabetes tipo II,Corticoide tópico,Reagudización leve
Clara Ruiz,33192078B,77/61952614/07,F,37630,2007-12-11,2023-05-02,Artritis leve,Metformina 850 mg/12h,Estable
Marta López,55597601K,87/54378492/07,M,21134,1942-04-17,2024-06-19,Lumbalgia crónica,Enalapril 10 mg/día,Reagudización leve
Pablo López,56781099A,58/97357716/03,F,12519,1942-10-20,2023-06-27,Hipertensión arterial,Sertralina 50 mg,Respuesta favorable
Lucía Castro,74323545I,32/56238943/03,M,23836,2002-04-20,2024-08-25,Ansiedad generalizada,Antihistamínicos,Mejora significativa
David Díaz,57378139C,45/26709332/08,M,10346,1960-09-18,2025-04-09,Hipertensión arterial,Corticoide tópico,Sin cambios relevantes
Mario Sánchez,74706372W,84/67819235/07,M,21658,1997-02-14,2024-10-13,Alergia estacional,Corticoide tópico,Respuesta favorable
Marta Gómez,90817718Z,91/17693439/03,M,38611,2004-06-04,2025-06-24,Diabetes tipo II,Omeprazol 20 mg/día,Control parcial
Javier Navarro,81441034A,70/11054501/02,F,41874,1965-06-28,2023-02-07,Lumbalgia crónica,Corticoide tópico,Alta médica
Elena Vega,80587810N,35/82103236/09,M,39474,1986-11-25,2023-06-26,Diabetes tipo II,Enalapril 10 mg/día,Respuesta favorable
Marta Fernández,53353251C,45/97451433/06,M,46622,1955-10-21,2023-12-22,Asma persistente,Sertralina 50 mg,Mejora significativa
David Fernández,21920843Z,27/26916129/09,M,37274,2002-09-27,2023-02-13,Alergia estacional,Paracetamol 1g,Reagudización leve
Ana Martínez,11653295Q,50/68081266/02,M,13181,2007-09-24,2023-04-16,Migraña episódica,Metformina 850 mg/12h,Alta médica
Hugo Fernández,91866653Z,46/34237133/02,M,46926,2008-08-11,2023-04-21,Diabetes tipo II,Antihistamínicos,Mejora significativa
Marta López,35131353N,71/84597666/06,M,52346,1981-08-09,2024-02-01,Diabetes tipo II,Antihistamínicos,Respuesta favorable
Paula López,23691433H,72/40795367/01,F,48981,1940-04-29,2023-10-03,Dermatitis atópica,Antihistamínicos,Mejora significativa
Carlos Castro,37104728D,17/72168127/05,M,29953,1987-08-29,2023-08-18,Lumbalgia crónica,Enalapril 10 mg/día,Control parcial
Sara Ruiz,94978826M,27/85416988/02,F,27603,1975-05-29,2023-11-19,Alergia estacional,Antihistamínicos,Síntomas reducidos
Hugo Navarro,92700139V,35/29556929/06,M,32709,2002-10-21,2025-02-06,Ansiedad generalizada,Salbutamol inhalado,Control parcial
Lucía Martínez,65492550R,11/93438643/03,F,14930,1968-08-05,2023-06-26,Migraña episódica,Corticoide tópico,Síntomas reducidos
Paula Gómez,89217276P,68/36259437/06,F,38020,1966-07-05,2024-10-05,Dermatitis atópica,Omeprazol 20 mg/día,Requiere seguimiento
Sergio Fernández,16688509W,40/95672102/02,F,10013,1973-01-02,2024-09-09,Asma persistente,Enalapril 10 mg/día,Mejora significativa
Mario Castro,47735812Y,79/54824462/02,F,28101,1972-08-19,2025-03-17,Artritis leve,Ibuprofeno 400 mg/8h,Alta médica
Javier Martínez,19287955H,78/41231656/03,M,33033,1940-09-10,2023-02-23,Lumbalgia crónica,Omeprazol 20 mg/día,Control parcial
Hugo López,68853449V,85/11359413/06,M,29264,2009-03-01,2024-04-23,Ansiedad generalizada,Ibuprofeno 400 mg/8h,Reagudización leve
Ana Vega,10187489H,86/14850897/05,M,17053,2001-08-25,2025-03-27,Asma persistente,Antihistamínicos,Mejora significativa
David Castro,78461353Q,18/21128242/08,M,34990,1996-01-11,2023-06-26,Hipertensión arterial,Metformina 850 mg/12h,Mejora significativa
Ana Navarro,83478894A,42/55796771/05,F,37242,1944-08-23,2025-11-15,Ansiedad generalizada,Antihistamínicos,Requiere seguimiento
Sergio Romero,16693354O,34/22714847/04,F,44443,1948-02-01,2024-10-09,Diabetes tipo II,Omeprazol 20 mg/día,Reagudización leve
Clara Vega,33993690X,37/96128710/07,F,29934,1955-09-02,2024-03-20,Lumbalgia crónica,Ibuprofeno 400 mg/8h,Control parcial
Marta López,15746269Z,25/48276745/07,M,46890,1944-01-13,2025-01-05,Artritis leve,Salbutamol inhalado,Control parcial
Laura Ruiz,26344426E,98/16029012/07,F,47802,1945-05-27,2025-06-05,Migraña episódica,Fisioterapia,Respuesta favorable
Carlos Sánchez,60490927X,84/70388030/08,M,20467,1976-03-03,2023-11-27,Asma persistente,Antihistamínicos,Requiere seguimiento
Marta Sánchez,10169463E,44/43564015/06,F,15805,1974-05-14,2024-10-18,Dermatitis atópica,Paracetamol 1g,Síntomas reducidos
Pablo Castro,45014020Z,72/31601906/03,M,28522,1994-07-31,2023-11-26,Artritis leve,Corticoide tópico,Reagudización leve
Ana López,38324588Q,21/79775750/03,F,25651,1949-06-12,2024-05-04,Gastritis,Fisioterapia,Alta médica
Carlos Díaz,70903151Q,54/19895058/09,M,10336,1941-06-11,2025-01-04,Migraña episódica,Salbutamol inhalado,Reagudización leve
Hugo Gómez,73407816M,59/66538540/08,F,23099,2005-11-13,2024-06-24,Diabetes tipo II,Sertralina 50 mg,Síntomas reducidos
Javier Romero,66110161F,43/71637220/02,F,18461,1965-09-11,2023-03-24,Artritis leve,Sertralina 50 mg,Respuesta favorable
Laura Sánchez,98963773G,34/15419238/02,M,29322,1970-03-13,2023-06-20,Artritis leve,Fisioterapia,Control parcial
Pablo Romero,28907200R,71/19085042/08,F,51443,1982-04-19,2025-03-17,Migraña episódica,Metformina 850 mg/12h,Mejora significativa
Sergio Fernández,64059031Q,72/44342431/05,M,39530,1947-12-04,2024-05-22,Hipertensión arterial,Enalapril 10 mg/día,Reagudización leve
Pablo Navarro,96337717K,63/30198849/05,M,14950,1982-12-18,2024-05-13,Artritis leve,Antihistamínicos,Estable
Sara López,26308208K,86/25154685/04,F,25109,1951-02-24,2025-04-15,Lumbalgia crónica,Corticoide tópico,Alta médica
Javier Ruiz,85434374D,54/51748007/09,F,14032,1965-11-22,2025-10-07,Gastritis,Corticoide tópico,Sin cambios relevantes
Hugo Molina,80183510Z,60/14886836/02,F,31237,1982-07-10,2024-07-06,Hipertensión arterial,Omeprazol 20 mg/día,Alta médica
Carlos López,25645483F,32/58150909/02,F,30265,1992-02-25,2025-10-14,Ansiedad generalizada,Enalapril 10 mg/día,Respuesta favorable
Javier Vega,68520913X,61/81750915/05,F,15740,1984-05-14,2023-01-05,Dermatitis atópica,Fisioterapia,Reagudización leve
Mario Ortega,25703212T,69/63533451/02,F,31550,1980-12-19,2023-05-17,Migraña episódica,Salbutamol inhalado,Alta médica
Laura López,36559933B,45/55059109/03,M,23547,1941-09-29,2025-10-07,Lumbalgia crónica,Corticoide tópico,Mejora significativa
Mario Martínez,63638103M,87/58180709/02,M,37412,1941-12-10,2023-10-15,Ansiedad generalizada,Omeprazol 20 mg/día,Respuesta favorable
Hugo Fernández,92024878O,50/31911705/09,F,40956,1959-03-07,2023-06-23,Gastritis,Corticoide tópico,Alta médica
Ana Díaz,62955975X,32/84390081/01,M,33972,2006-06-25,2025-08-08,Migraña episódica,Enalapril 10 mg/día,Mejora significativa
Paula Ortega,53276870H,10/35303723/02,F,44461,1951-04-22,2024-08-17,Artritis leve,Paracetamol 1g,Requiere seguimiento
Mario Ruiz,21185339F,57/14977578/01,F,24858,1994-02-10,2025-03-18,Migraña episódica,Ibuprofeno 400 mg/8h,Síntomas reducidos
Clara Sánchez,71708583P,38/51752043/06,M,26480,1997-08-08,2023-07-25,Ansiedad generalizada,Antihistamínicos,Mejora significativa
David Gómez,27157483W,73/51006769/09,M,48029,1944-12-25,2024-08-04,Migraña episódica,Paracetamol 1g,Mejora significativa
Javier Romero,78170284K,42/63804966/04,F,20823,1953-01-06,2024-07-31,Dermatitis atópica,Corticoide tópico,Síntomas reducidos
Hugo Navarro,14578064S,32/78102567/05,M,35352,1984-09-22,2023-07-02,Hipertensión arterial,Enalapril 10 mg/día,Requiere seguimiento
Pablo Martínez,32755577H,76/71234594/07,M,51174,2006-04-23,2024-07-20,Ansiedad generalizada,Salbutamol inhalado,Estable
Sergio Martínez,68241263A,76/51530098/03,F,31576,2006-09-14,2023-05-27,Hipertensión arterial,Ibuprofeno 400 mg/8h,Alta médica
Carlos Sánchez,20979175D,15/44013073/06,F,29233,1986-01-14,2023-01-24,Ansiedad generalizada,Corticoide tópico,Estable
Elena Ruiz,99653956R,97/15293592/03,F,45590,1957-04-19,2024-09-25,Alergia estacional,Paracetamol 1g,Alta médica
Ana Martínez,12157382V,27/12063258/07,M,13871,1975-12-21,2024-10-03,Ansiedad generalizada,Omeprazol 20 mg/día,Control parcial
Hugo Ortega,53159170S,59/49020655/06,F,31477,1944-07-30,2025-09-07,Lumbalgia crónica,Enalapril 10 mg/día,Respuesta favorable
David López,39622418M,53/87275515/02,M,48325,1995-12-16,2023-02-11,Alergia estacional,Omeprazol 20 mg/día,Síntomas reducidos
David Navarro,40481955J,12/91959991/01,M,18614,1941-03-08,2023-11-09,Gastritis,Fisioterapia,Alta médica
Hugo Romero,20317600J,43/15221358/06,F,27337,1959-03-21,2023-04-04,Diabetes tipo II,Ibuprofeno 400 mg/8h,Reagudización leve
Clara Díaz,21884948V,71/83042918/01,F,45326,1968-12-02,2023-11-30,Gastritis,Paracetamol 1g,Reagudización leve
Carlos López,99340345P,58/70280357/06,M,36737,1960-08-29,2025-05-13,Artritis leve,Metformina 850 mg/12h,Respuesta favorable
Laura López,63353915T,28/81611155/05,M,50353,1978-06-22,2024-07-22,Migraña episódica,Omeprazol 20 mg/día,Reagudización leve
David Martínez,85428570K,41/97912202/09,F,23383,1962-09-23,2025-04-07,Alergia estacional,Corticoide tópico,Control parcial
Pablo Vega,62764726Q,28/47058242/06,F,17498,1975-07-17,2025-11-23,Artritis leve,Enalapril 10 mg/día,Alta médica
Ana Sánchez,17061295G,33/53562097/04,M,22104,1982-10-11,2025-03-17,Lumbalgia crónica,Corticoide tópico,Control parcial
Marta Vega,93376431X,44/58014296/01,F,28693,2005-03-02,2023-06-12,Diabetes tipo II,Paracetamol 1g,Sin cambios relevantes
Marta Díaz,49371236Z,60/35723325/03,M,38670,1973-06-24,2024-08-15,Diabetes tipo II,Antihistamínicos,Estable
David Molina,93689793Y,44/44914255/01,F,10210,1988-10-04,2023-01-30,Dermatitis atópica,Paracetamol 1g,Mejora significativa
Paula Vega,15332833L,67/37615394/07,F,11483,1959-09-04,2024-09-17,Migraña episódica,Sertralina 50 mg,Alta médica
Elena Romero,12831841D,69/67013095/02,M,32229,1961-04-03,2023-03-02,Artritis leve,Metformina 850 mg/12h,Reagudización leve
Javier Vega,24626712F,29/47843123/07,F,17858,1952-02-12,2025-08-09,Gastritis,Salbutamol inhalado,Alta médica
Laura Ortega,41256878Z,42/16878676/03,M,17371,1969-01-31,2025-01-04,Diabetes tipo II,Metformina 850 mg/12h,Alta médica
David Martínez,63441293B,32/43858396/07,F,47845,1951-12-17,2024-04-02,Artritis leve,Ibuprofeno 400 mg/8h,Estable
Laura Castro,89789987W,56/69236515/09,F,28261,1966-04-15,2024-07-22,Dermatitis atópica,Salbutamol inhalado,Respuesta favorable
Laura López,93166456D,14/63621968/02,F,18162,1958-07-16,2024-05-21,Diabetes tipo II,Salbutamol inhalado,Respuesta favorable
Clara Vega,86097853W,68/78313809/02,M,36684,1956-02-28,2025-05-27,Alergia estacional,Enalapril 10 mg/día,Sin cambios relevantes
Pablo Vega,66070571N,84/93802323/06,M,27531,1940-02-09,2023-05-21,Migraña episódica,Corticoide tópico,Síntomas reducidos
Lucía Díaz,35490603D,43/36129659/04,M,31837,1991-11-04,2023-10-28,Hipertensión arterial,Omeprazol 20 mg/día,Síntomas reducidos
Lucía Fernández,52054069B,12/77576699/01,F,37518,1971-07-05,2024-07-13,Lumbalgia crónica,Salbutamol inhalado,Sin cambios relevantes
Elena Molina,39198252M,23/61060409/01,F,27412,1990-03-10,2024-05-27,Gastritis,Metformina 850 mg/12h,Reagudización leve
Mario Ruiz,35146851R,92/43215854/08,F,17792,1958-11-25,2025-04-11,Gastritis,Sertralina 50 mg,Síntomas reducidos
Laura Gómez,23398272A,73/16165407/03,M,12231,1974-10-13,2025-03-24,Migraña episódica,Enalapril 10 mg/día,Control parcial
Marta Martínez,53601915L,93/41769983/08,F,10709,1994-01-27,2025-03-04,Gastritis,Fisioterapia,Estable
Laura Molina,35529759F,63/89156782/03,F,38813,1961-05-18,2024-07-07,Diabetes tipo II,Omeprazol 20 mg/día,Estable
Elena Fernández,91718359N,50/63480145/06,F,15240,1949-07-24,2024-07-24,Asma persistente,Ibuprofeno 400 mg/8h,Estable
David Castro,86652996I,83/52718190/08,F,51247,1958-09-24,2023-05-01,Alergia estacional,Metformina 850 mg/12h,Requiere seguimiento
Pablo Gómez,88978884O,64/86849087/03,M,17305,1986-02-16,2024-11-26,Diabetes tipo II,Antihistamínicos,Reagudización leve
Clara Ortega,34720328R,27/74000195/09,F,44228,2000-07-24,2023-12-07,Migraña episódica,Ibuprofeno 400 mg/8h,Síntomas reducidos
Pablo Vega,46740050T,46/48168789/05,F,52067,2007-12-14,2025-08-01,Gastritis,Antihistamínicos,Requiere seguimiento
David Sánchez,39814832V,34/80944869/01,M,45158,1940-01-30,2024-03-24,Alergia estacional,Ibuprofeno 400 mg/8h,Estable
Javier Ortega,64024172J,60/40872110/08,M,48926,1953-11-16,2023-06-07,Ansiedad generalizada,Paracetamol 1g,Estable
Sara Ortega,79345501H,27/33336599/05,M,33049,2003-07-29,2024-12-05,Alergia estacional,Salbutamol inhalado,Respuesta favorable
Javier Fernández,85452406Z,47/38913303/07,F,51473,2010-02-27,2025-01-18,Artritis leve,Sertralina 50 mg,Estable
Paula Sánchez,45223012Z,63/29760337/09,M,29434,1947-12-22,2024-11-07,Hipertensión arterial,Ibuprofeno 400 mg/8h,Reagudización leve
Javier Sánchez,77161222C,17/42850729/08,M,23938,1956-07-17,2023-12-19,Ansiedad generalizada,Omeprazol 20 mg/día,Síntomas reducidos
Hugo Molina,28117983X,63/14654150/03,F,19448,1993-05-08,2025-08-28,Hipertensión arterial,Ibuprofeno 400 mg/8h,Alta médica
Pablo Fernández,47128034D,54/46192997/03,M,24136,1988-04-11,2024-05-15,Gastritis,Enalapril 10 mg/día,Respuesta favorable
Sergio Navarro,97285080D,10/21712837/04,F,27926,2004-08-08,2023-12-06,Diabetes tipo II,Ibuprofeno 400 mg/8h,Síntomas reducidos
Pablo Martínez,26191539F,93/47750241/02,M,11296,1965-07-24,2023-06-12,Dermatitis atópica,Enalapril 10 mg/día,Control parcial
Hugo Díaz,54132876F,14/61171555/04,F,15193,1940-08-23,2023-08-14,Hipertensión arterial,Fisioterapia,Requiere seguimiento
Lucía Sánchez,62795914C,32/37136007/08,M,41357,2000-12-01,2023-01-27,Hipertensión arterial,Antihistamínicos,Sin cambios relevantes
Javier Martínez,91716602S,70/97802482/01,M,30331,1969-12-25,2023-01-03,Ansiedad generalizada,Sertralina 50 mg,Síntomas reducidos
Mario Castro,35718261A,73/27838771/07,M,45378,1963-02-19,2024-05-29,Lumbalgia crónica,Ibuprofeno 400 mg/8h,Requiere seguimiento
Elena Díaz,14786624R,11/30593575/08,F,52675,1961-02-03,2023-07-20,Ansiedad generalizada,Enalapril 10 mg/día,Respuesta favorable
Sara Díaz,60478030J,97/25948460/09,F,22207,1958-12-07,2025-06-04,Alergia estacional,Metformina 850 mg/12h,Sin cambios relevantes
Carlos Ruiz,81090241T,50/62980417/08,M,29436,1994-04-11,2023-08-08,Lumbalgia crónica,Paracetamol 1g,Control parcial
Carlos Díaz,66845140M,67/55581614/02,M,16823,1954-09-18,2025-09-05,Dermatitis atópica,Salbutamol inhalado,Reagudización leve
Sergio Gómez,49956950L,95/69506936/06,M,29136,1979-04-29,2023-05-01,Hipertensión arterial,Sertralina 50 mg,Mejora significativa
Lucía Martínez,83184347V,83/72549311/03,M,33629,1977-01-18,2025-07-23,Gastritis,Fisioterapia,Reagudización leve
Sergio Romero,88714650Z,82/73804944/08,F,10298,1968-11-19,2023-02-09,Alergia estacional,Corticoide tópico,Control parcial
Clara Castro,38120326Q,83/76417371/04,M,11714,1946-01-02,2023-03-01,Lumbalgia crónica,Salbutamol inhalado,Reagudización leve
Ana Ortega,68695385O,69/64143900/05,F,34122,1958-10-14,2023-12-02,Asma persistente,Ibuprofeno 400 mg/8h,Control parcial
Javier Molina,81052182O,31/89492586/08,M,29414,1966-04-05,2025-08-20,Artritis leve,Antihistamínicos,Sin cambios relevantes
Ana Gómez,58218239C,90/52138430/04,M,52044,1946-06-07,2024-09-30,Artritis leve,Salbutamol inhalado,Síntomas reducidos
Sergio Castro,95571634X,26/25114970/08,M,18387,1980-02-24,2023-02-22,Gastritis,Sertralina 50 mg,Mejora significativa
Paula Ortega,50190416L,95/89085372/08,M,46965,1996-03-02,2025-07-02,Migraña episódica,Paracetamol 1g,Síntomas reducidos
Hugo Fernández,34077690Q,85/19680931/09,M,15862,1940-12-30,2023-10-30,Gastritis,Metformina 850 mg/12h,Respuesta favorable
Paula Díaz,96967260B,95/28536620/06,M,22882,2001-01-18,2025-04-10,Alergia estacional,Corticoide tópico,Respuesta favorable
Pablo Navarro,20938911K,30/32008577/03,M,20156,1963-11-15,2024-01-16,Ansiedad generalizada,Salbutamol inhalado,Reagudización leve
Ana Vega,53395755T,30/73418019/01,F,44898,1940-09-04,2025-04-11,Alergia estacional,Sertralina 50 mg,Estable
Mario Castro,46723874Q,33/34896949/09,F,27885,1959-06-25,2025-10-24,Migraña episódica,Salbutamol inhalado,Requiere seguimiento
Hugo Ruiz,61694633C,75/54159067/09,M,28748,1957-07-25,2024-09-25,Artritis leve,Enalapril 10 mg/día,Requiere seguimiento
Marta Molina,54906051T,11/32008484/09,M,22722,2000-10-16,2025-08-31,Asma persistente,Enalapril 10 mg/día,Síntomas reducidos
Elena Vega,15338420D,47/70396291/04,M,41666,1991-05-09,2025-07-06,Gastritis,Metformina 850 mg/12h,Requiere seguimiento
Lucía Ruiz,46421910X,29/23751236/01,F,17703,1957-03-26,2024-07-18,Ansiedad generalizada,Ibuprofeno 400 mg/8h,Requiere seguimiento
Pablo Díaz,91685708R,92/71909066/05,F,46823,1994-02-13,2024-07-23,Lumbalgia crónica,Fisioterapia,Respuesta favorable
Elena Romero,41985850Q,26/77514974/02,F,27605,1960-10-02,2024-04-08,Alergia estacional,Salbutamol inhalado,Mejora significativa
Sara Gómez,75359949D,52/43070133/05,F,33142,1994-03-05,2023-03-25,Migraña episódica,Ibuprofeno 400 mg/8h,Alta médica
